movieId,predicted_rating,num_raters,avg_similarity
63131,3.96,3,0.3995
203,3.4,1,0.5944
2572,3.06,4,0.4259
8958,3.9,2,0.398
58655,2.92,1,0.3966
86347,3.92,1,0.3966
102033,3.25,2,0.3996
134170,4.92,1,0.3966
3769,3.44,1,0.4217
1007,1.89,1,0.3993
1095,3.96,2,0.4504
1445,2.17,2,0.4105
2120,1.89,1,0.3993
2245,3.08,3,0.4137
2261,4.89,1,0.3993
2414,3.89,1,0.3993
2425,3.89,1,0.3993
4623,3.89,1,0.3993
5049,3.74,2,0.4014
5611,3.39,1,0.3993
7390,1.39,1,0.3993
33677,3.39,1,0.3993
47610,3.61,3,0.4525
50792,1.89,1,0.3993
52281,3.37,4,0.4005
78499,4.48,4,0.4417
81229,2.69,3,0.4018
48322,3.59,2,0.4849
5349,3.69,11,0.442
7891,2.97,1,0.3978
3967,3.64,4,0.4057
4378,3.74,2,0.4014
6383,2.19,3,0.4018
54995,3.12,4,0.4005
79057,3.09,2,0.403
87520,2.54,4,0.4411
90600,3.09,1,0.4035
120799,2.59,2,0.403
18,2.96,2,0.4179
2672,2.6,3,0.4059
4102,3.9,2,0.398
115569,4.2,3,0.4009
1459,2.68,3,0.4093
782,2.17,2,0.4105
2769,3.89,1,0.3993
1969,2.17,3,0.415
5502,2.99,5,0.3999
1923,3.78,6,0.4042
3727,3.59,1,0.4035
98239,1.84,2,0.403
111551,3.09,1,0.4035
129937,2.59,1,0.4035
5608,3.6,2,0.3984
170907,3.57,1,0.4358
2117,2.99,2,0.4009
5903,3.69,3,0.4018
55247,3.64,5,0.4327
56156,2.34,2,0.403
80463,3.6,7,0.4114
87298,2.75,2,0.3996
142536,2.42,1,0.3966
2941,3.44,1,0.4217
1831,1.47,3,0.4078
3831,2.89,1,0.3993
4262,3.94,4,0.4317
4941,2.89,1,0.3993
5345,2.89,1,0.3993
5437,2.89,1,0.3993
6220,2.89,1,0.3993
6628,1.89,1,0.3993
45880,2.89,1,0.3993
2804,3.94,3,0.4317
5364,3.79,2,0.4075
5506,3.18,1,0.4158
5696,3.18,1,0.4158
3704,2.45,4,0.4046
180263,1.97,1,0.3978
902,3.77,2,0.4114
3893,3.19,5,0.4281
4153,2.01,2,0.4001
4270,2.5,4,0.4005
8366,3.24,2,0.4014
56336,3.59,1,0.4035
85022,3.0,2,0.4001
122882,4.28,6,0.4513
127198,4.0,2,0.4001
1779,2.32,4,0.4043
2347,2.32,2,0.4201
259,2.89,1,0.3993
585,2.39,1,0.3993
1246,3.89,1,0.3993
1303,3.89,1,0.3993
3243,1.89,1,0.3993
3826,2.32,5,0.453
4463,1.89,1,0.3993
165635,0.57,1,0.4358
2720,1.12,3,0.4625
4084,2.99,2,0.4009
69606,2.25,2,0.3996
82053,2.58,1,0.4025
3616,2.13,3,0.3998
4238,3.17,2,0.3992
8983,3.13,3,0.3998
94953,2.42,1,0.3966
848,3.89,1,0.3993
1484,3.89,1,0.3993
3397,3.89,1,0.3993
3505,4.14,2,0.4105
3747,2.89,1,0.3993
5363,3.13,3,0.3995
5466,2.89,1,0.3993
6323,2.99,2,0.4014
34072,3.89,1,0.3993
51084,2.15,2,0.398
103048,3.9,2,0.398
142509,2.89,1,0.3993
3948,3.25,6,0.4294
2046,2.96,2,0.3994
7360,3.85,2,0.4145
5103,3.47,1,0.3978
4034,3.67,4,0.415
58301,3.09,1,0.4035
97913,3.84,2,0.403
135534,3.09,1,0.4035
457,4.11,8,0.4129
1665,2.08,1,0.4025
2371,3.4,3,0.4634
128512,1.42,1,0.3966
427,2.89,1,0.3993
516,2.89,1,0.3993
2393,2.89,1,0.3993
2114,3.78,3,0.4217
58,2.18,1,0.4158
5325,4.04,2,0.4075
31410,3.53,1,0.3996
2596,3.86,1,0.5731
1286,2.68,2,0.3985
6764,3.18,3,0.4018
2634,3.12,1,0.4531
3082,2.85,4,0.415
4489,3.5,2,0.3996
33836,1.9,2,0.4821
90522,2.58,1,0.4025
94266,3.08,1,0.4025
167370,3.08,1,0.4025
4992,2.15,2,0.398
7173,2.66,4,0.4001
4310,2.71,5,0.4375
361,1.89,1,0.3993
3142,3.89,1,0.3993
5293,3.89,1,0.3993
6370,4.89,1,0.3993
34534,2.99,2,0.4014
74580,1.53,1,0.3996
90384,1.53,1,0.3996
3745,3.24,2,0.4014
67168,3.09,1,0.4035
71910,2.09,1,0.4035
79357,3.09,1,0.4035
161582,4.24,2,0.4014
101,3.23,2,0.4009
253,3.24,2,0.4009
1620,2.78,2,0.4032
1202,3.92,1,0.3966
1183,3.44,1,0.4217
308,3.89,1,0.3993
358,2.53,2,0.4089
662,1.89,1,0.3993
1689,3.89,1,0.3993
2089,3.89,1,0.3993
2126,2.66,2,0.4105
5421,4.04,2,0.4075
1971,1.78,1,0.4628
328,3.09,1,0.4035
3362,4.15,3,0.4002
3726,3.76,2,0.4126
6482,2.58,1,0.4025
39400,1.58,1,0.4025
82854,2.08,1,0.4025
2485,2.32,4,0.4429
2890,4.32,3,0.4148
3557,2.44,1,0.4217
2734,3.04,2,0.4089
4333,4.04,2,0.4089
2076,4.22,3,0.4062
2766,2.89,1,0.3993
2928,3.89,1,0.3993
3000,4.89,1,0.3993
4125,0.89,1,0.3993
4541,2.89,1,0.3993
4573,1.89,1,0.3993
6141,2.89,1,0.3993
6280,1.89,1,0.3993
6898,2.39,1,0.3993
31445,1.89,1,0.3993
48326,3.39,1,0.3993
55094,3.89,1,0.3993
55276,3.89,1,0.3993
5039,3.93,2,0.4487
60832,3.53,1,0.3996
27904,3.7,4,0.4431
188797,3.97,1,0.3978
32011,2.09,1,0.4035
36850,4.09,1,0.4035
61818,0.5,1,0.4035
110746,3.59,1,0.4035
116799,4.09,1,0.4035
2530,2.44,1,0.4217
157,3.89,1,0.3993
2566,1.11,1,0.5053
2332,1.09,1,0.4035
5108,2.89,3,0.4062
5772,4.59,1,0.4035
105801,2.59,1,0.4035
27193,2.62,1,0.4531
91978,3.08,1,0.4025
135133,3.59,2,0.403
86345,4.92,1,0.3966
177765,2.84,1,0.5971
2996,1.89,1,0.3993
3145,3.89,1,0.3993
5633,3.39,1,0.3993
6812,1.89,1,0.3993
7076,3.39,1,0.3993
27873,3.39,1,0.3993
50923,2.39,1,0.3993
58162,2.9,2,0.398
60128,3.39,1,0.3993
7387,4.34,2,0.4145
8526,2.59,1,0.4035
40412,4.59,1,0.4035
56620,2.59,1,0.4035
63276,3.09,1,0.4035
1627,1.89,1,0.3993
51931,3.39,1,0.3993
1130,3.47,1,0.3978
97701,2.59,1,0.4035
111663,3.09,1,0.4035
26974,2.24,1,0.5213
99007,3.09,2,0.403
99910,3.08,1,0.4025
112070,3.08,1,0.4025
4036,3.4,2,0.398
40732,3.5,2,0.4001
66371,3.42,1,0.3966
1647,2.89,1,0.3993
5380,3.89,1,0.3993
5471,1.89,1,0.3993
5483,3.39,1,0.3993
6334,3.89,1,0.3993
27821,3.39,1,0.3993
34153,3.89,1,0.3993
56908,3.89,1,0.3993
167018,2.97,1,0.3978
27778,2.59,1,0.4035
85179,3.59,1,0.4035
148424,2.59,1,0.4035
135,1.89,1,0.3993
172705,4.57,1,0.4358
7004,3.08,1,0.4025
55577,2.08,1,0.4025
159755,3.58,1,0.4025
60161,4.92,1,0.3966
134783,2.92,1,0.3966
2112,4.44,1,0.4217
2153,2.44,1,0.4217
135137,1.77,1,0.5616
142372,3.27,1,0.5616
835,2.89,1,0.3993
1191,2.89,1,0.3993
1339,3.89,1,0.3993
3394,1.89,1,0.3993
3788,3.39,1,0.3993
4978,2.89,1,0.3993
5666,4.89,1,0.3993
5984,2.89,1,0.3993
39427,3.89,1,0.3993
55250,2.39,1,0.3993
55272,3.39,1,0.3993
78316,3.32,1,0.3987
36931,3.09,1,0.4035
232,3.05,1,0.3979
2613,3.44,1,0.4217
475,4.89,1,0.3993
558,2.89,1,0.3993
1836,4.39,1,0.3993
1292,3.47,1,0.3978
93193,2.59,1,0.4035
103685,4.09,1,0.4035
2641,2.92,5,0.4411
180987,1.07,1,0.4358
58332,2.24,2,0.4249
3113,2.75,3,0.4459
3034,4.23,2,0.4009
5323,1.01,4,0.4458
53464,2.77,2,0.4821
71106,3.58,1,0.4025
79132,4.15,15,0.4361
79592,2.55,5,0.4004
82461,3.35,3,0.4018
103772,3.53,3,0.4009
109578,3.26,3,0.4139
176371,3.38,5,0.4519
68237,4.18,5,0.4007
112138,3.5,4,0.4011
2791,3.86,5,0.4038
4247,2.74,4,0.4005
46972,1.96,3,0.3995
93510,3.5,2,0.3996
112175,3.86,3,0.4009
189111,3.34,1,0.5971
4085,3.4,6,0.4308
46865,0.77,1,0.5616
2987,3.77,5,0.4083
915,3.49,2,0.4085
1950,3.89,1,0.3993
2007,1.89,1,0.3993
2539,3.13,6,0.442
3729,2.89,1,0.3993
4040,0.89,1,0.3993
4226,4.2,15,0.4334
4765,3.89,1,0.3993
5060,3.78,3,0.4063
5278,0.89,1,0.3993
5308,2.78,2,0.4075
5785,3.57,5,0.4375
8948,2.89,1,0.3993
27879,3.89,1,0.3993
27899,2.89,1,0.3993
41573,2.89,1,0.3993
56757,3.15,3,0.449
88125,3.74,4,0.4005
95441,3.12,4,0.4005
5299,2.67,3,0.4039
5254,3.11,6,0.4029
3244,2.47,1,0.3978
6989,3.47,1,0.3978
2496,2.96,5,0.4577
4368,1.85,2,0.4107
7022,3.68,4,0.4254
37733,3.16,4,0.4156
55830,3.12,4,0.4005
68486,3.09,1,0.4035
78626,3.09,1,0.4035
80162,2.09,1,0.4035
91500,3.25,4,0.4374
159093,3.38,3,0.4013
608,4.24,12,0.4102
1954,3.96,5,0.4036
5464,3.68,5,0.4089
4558,2.45,4,0.4307
2662,3.18,2,0.4098
112171,3.19,2,0.4826
277,1.47,2,0.4518
179,1.89,1,0.3993
346,2.89,1,0.3993
1409,1.9,2,0.4311
1635,4.2,2,0.4969
2119,1.89,1,0.3993
2412,2.17,2,0.4105
3098,3.8,4,0.4098
3512,3.89,1,0.3993
4509,2.89,1,0.3993
4159,2.36,3,0.4336
1222,4.13,11,0.4134
1097,3.58,7,0.4034
329,3.28,2,0.4114
3986,1.91,4,0.4311
61262,1.09,1,0.4035
98633,3.09,1,0.4035
107348,3.59,2,0.403
118880,2.59,1,0.4035
83177,0.5,2,0.5415
180297,4.07,1,0.4358
7016,2.58,1,0.4025
7254,3.13,3,0.3995
39446,2.34,2,0.403
62999,2.58,1,0.4025
86833,3.53,3,0.4009
1556,1.51,3,0.412
1265,4.19,7,0.437
1884,4.09,6,0.4206
5991,4.15,2,0.398
44840,2.9,2,0.398
45447,2.56,4,0.44
81018,2.92,1,0.3966
101025,2.0,2,0.3996
3160,4.43,3,0.4063
3286,2.44,1,0.4217
76293,3.27,1,0.5616
2095,2.89,1,0.3993
4899,1.24,2,0.4014
5610,1.89,1,0.3993
6780,3.18,2,0.3985
6953,3.3,3,0.4046
30850,3.89,1,0.3993
42728,3.39,1,0.3993
71464,3.99,2,0.4014
78467,1.39,1,0.3993
85414,3.18,3,0.4018
173209,3.89,1,0.3993
180045,3.89,1,0.3993
26242,2.97,1,0.3978
62586,1.97,1,0.3978
2574,2.43,2,0.4645
1073,3.92,3,0.4285
4025,1.93,3,0.4098
4299,2.93,5,0.4051
7143,3.68,4,0.4072
6387,3.09,1,0.4035
6567,3.24,2,0.4014
7894,3.09,1,0.4035
33437,3.24,2,0.4014
58998,3.57,6,0.4142
60760,2.09,1,0.4035
138210,3.09,1,0.4035
147662,2.59,1,0.4035
168248,4.59,1,0.4035
227,2.18,3,0.4064
20,3.3,2,0.4011
428,3.48,2,0.4009
3821,2.53,3,0.4009
2121,2.21,2,0.4098
3959,3.44,1,0.4217
1,3.97,10,0.4386
204,0.64,1,0.5043
11,4.43,2,0.3985
21,3.66,2,0.4105
151,3.74,5,0.4123
450,2.89,1,0.3993
710,1.89,1,0.3993
909,3.66,4,0.4171
1701,1.89,1,0.3993
2058,2.43,3,0.4192
2443,3.89,1,0.3993
1393,3.96,3,0.3989
5041,1.47,1,0.3978
117590,3.77,2,0.4002
2161,2.96,5,0.4048
112290,4.19,3,0.412
3173,2.47,4,0.4365
4896,3.37,9,0.4264
180497,3.98,2,0.4176
4254,1.35,2,0.413
44195,3.68,3,0.4018
71520,2.5,2,0.3996
76175,2.25,2,0.3996
108729,3.59,2,0.403
3510,2.61,3,0.4295
6711,4.24,4,0.4005
8949,3.96,3,0.3998
39444,3.4,2,0.398
64231,3.42,1,0.3966
71135,3.0,2,0.4001
87869,3.51,4,0.4001
3208,3.44,1,0.4217
88356,1.77,1,0.5616
700,3.89,1,0.3993
1299,4.89,1,0.3993
2884,1.89,1,0.3993
4121,2.89,1,0.3993
4248,2.66,2,0.398
4926,1.89,1,0.3993
5256,2.39,1,0.3993
5678,2.39,1,0.3993
6368,3.39,1,0.3993
7034,4.89,1,0.3993
8119,4.39,1,0.3993
47970,3.89,1,0.3993
96588,3.76,3,0.3979
150548,3.89,1,0.3993
45501,2.76,2,0.4862
8860,2.74,2,0.4014
48082,3.75,2,0.4883
51939,2.78,2,0.4826
53435,3.09,1,0.4035
60766,4.09,1,0.4035
78836,4.59,1,0.4035
1061,3.31,3,0.4078
164,3.07,2,0.4144
2321,3.16,2,0.398
367,3.24,6,0.4039
1801,2.4,4,0.4329
1204,4.93,3,0.4598
251,3.39,1,0.3993
466,2.65,3,0.4402
539,2.4,2,0.398
2942,1.89,1,0.3993
1259,4.53,6,0.4275
95377,3.59,1,0.4035
87483,1.57,1,0.4358
489,2.58,1,0.4025
4470,3.58,1,0.4025
43679,2.84,2,0.403
44972,1.58,1,0.4025
52458,3.12,4,0.4005
80489,4.03,3,0.4009
87192,3.99,2,0.4009
112556,3.99,4,0.4005
61160,2.65,2,0.398
74275,1.42,1,0.3966
2424,2.55,4,0.465
81,2.68,2,0.4105
1258,3.96,4,0.4056
337,3.89,1,0.3993
724,1.89,1,0.3993
2005,4.1,4,0.4043
2921,3.89,1,0.3993
4041,2.89,1,0.3993
5452,0.89,1,0.3993
34336,1.65,2,0.398
52784,3.89,1,0.3993
58876,3.39,1,0.3993
62155,3.16,2,0.398
68932,3.39,1,0.3993
96821,4.13,3,0.3995
3461,2.88,3,0.4309
51086,3.05,3,0.4487
2497,3.11,1,0.5053
51077,1.98,3,0.4002
63768,2.59,1,0.4035
89281,3.09,1,0.4035
4239,3.57,3,0.4215
653,2.29,5,0.4081
8907,2.32,3,0.4525
42,2.17,2,0.4105
1527,4.0,6,0.4066
1997,3.86,4,0.4246
3448,3.73,2,0.4009
3452,2.98,3,0.4082
3708,2.93,2,0.3985
5008,3.67,1,0.4679
83613,2.69,3,0.4009
109968,4.59,1,0.4035
112818,2.59,1,0.4035
6550,3.08,1,0.4025
44665,3.02,3,0.4018
96861,2.34,2,0.403
5401,2.42,1,0.3966
5524,2.15,2,0.398
7048,2.92,1,0.3966
109673,2.26,2,0.3996
3438,2.17,2,0.4105
1275,3.58,3,0.4059
2891,2.89,1,0.3993
3538,2.89,1,0.3993
3599,3.89,1,0.3993
6295,1.89,1,0.3993
8587,3.39,1,0.3993
8783,3.02,3,0.4018
95135,3.89,1,0.3993
1587,3.47,5,0.4354
1982,3.55,3,0.4013
3253,3.59,3,0.3979
4054,2.24,2,0.4014
8644,3.19,3,0.4018
55067,3.09,1,0.4035
73268,3.09,1,0.4035
77364,2.74,2,0.4014
80831,3.09,1,0.4035
100,2.54,2,0.4071
4351,2.92,2,0.4179
1220,4.09,5,0.4087
175,3.59,2,0.3998
207,2.89,1,0.3993
429,1.89,1,0.3993
830,2.1,2,0.399
839,0.89,1,0.3993
2570,3.26,2,0.4115
2686,3.89,1,0.3993
5151,3.01,4,0.4036
2629,3.11,1,0.5053
194,4.59,1,0.4035
2391,3.51,2,0.4126
5673,4.47,3,0.3998
99437,3.09,1,0.4035
27368,3.82,1,0.4463
69644,1.42,1,0.3966
89492,3.96,4,0.3991
3758,3.44,1,0.4217
5501,0.5,1,0.5616
994,3.89,1,0.3993
2259,2.56,2,0.4089
3992,2.89,1,0.3993
4889,3.89,1,0.3993
5046,2.89,1,0.3993
32031,2.66,2,0.398
154358,3.89,1,0.3993
173205,3.89,1,0.3993
1391,2.61,3,0.4069
8977,2.53,1,0.3996
34450,4.09,1,0.4035
60941,3.09,1,0.4035
71379,2.59,1,0.4035
86142,4.59,1,0.4035
143859,3.59,1,0.4035
158721,3.09,1,0.4035
590,3.31,5,0.4175
2262,3.04,2,0.4089
899,4.89,1,0.3993
1024,3.89,1,0.3993
1225,4.89,1,0.3993
1605,2.89,1,0.3993
3408,2.96,3,0.3995
3508,4.89,1,0.3993
3176,3.46,2,0.4302
3925,4.59,1,0.4035
97988,2.09,1,0.4035
101088,3.09,1,0.4035
107069,3.09,1,0.4035
110501,4.59,1,0.4035
3735,3.4,2,0.4504
5447,3.52,2,0.4504
175475,0.5,1,0.4358
177285,2.57,1,0.4358
89804,3.48,2,0.4009
90439,3.08,1,0.4025
99728,3.58,1,0.4025
105213,3.5,2,0.3996
2334,2.44,1,0.4217
5451,3.52,2,0.4504
5788,2.39,1,0.3993
44864,3.39,1,0.3993
45950,4.39,1,0.3993
59037,2.39,1,0.3993
97306,3.49,4,0.4005
26198,2.47,1,0.3978
26375,3.97,1,0.3978
168358,2.47,1,0.3978
3972,4.25,3,0.4195
6966,3.59,1,0.4035
27584,3.59,1,0.4035
64010,3.09,1,0.4035
142598,3.59,1,0.4035
1566,3.58,1,0.4025
131013,2.42,1,0.3966
235,4.03,2,0.4114
236,2.89,1,0.3993
3008,3.89,1,0.3993
3258,1.89,1,0.3993
3889,2.59,1,0.4035
97188,3.59,1,0.4035
104243,2.84,2,0.403
114044,3.09,1,0.4035
6888,2.08,1,0.4025
27482,2.58,1,0.4025
33615,2.89,4,0.4524
135569,3.34,2,0.403
2817,1.44,1,0.4217
2033,3.89,1,0.3993
2124,1.89,1,0.3993
2231,3.49,3,0.4078
4029,4.89,1,0.3993
6954,3.89,1,0.3993
8666,0.5,1,0.3993
33838,3.39,1,0.3993
59141,4.39,1,0.3993
4124,0.97,1,0.3978
27480,4.09,1,0.4035
57640,4.25,2,0.4001
5668,1.42,1,0.3966
131714,3.27,1,0.5616
141,3.89,1,0.3993
414,1.89,1,0.3993
423,1.89,1,0.3993
1012,3.89,1,0.3993
1172,3.89,1,0.3993
105844,3.26,2,0.4704
1381,0.97,1,0.3978
2786,1.97,1,0.3978
3089,2.59,1,0.4035
26585,4.09,1,0.4035
5891,1.02,1,0.5014
98243,3.9,1,0.3987
68959,1.57,1,0.4358
103801,2.58,1,0.4025
3847,1.89,1,0.3993
3983,4.89,1,0.3993
4516,1.89,1,0.3993
4678,2.89,1,0.3993
5068,3.89,1,0.3993
5074,3.89,1,0.3993
6033,2.89,1,0.3993
7884,3.89,1,0.3993
31101,3.89,1,0.3993
52299,3.39,1,0.3993
74727,4.53,1,0.3996
74754,2.85,2,0.4168
4574,3.09,1,0.4035
4821,3.59,1,0.4035
71057,2.59,1,0.4035
1588,2.08,1,0.4025
8,2.89,1,0.3993
119,2.89,1,0.3993
3181,3.89,1,0.3993
4610,1.89,1,0.3993
5080,1.89,1,0.3993
2377,2.97,1,0.3978
7312,0.5,1,0.5213
1963,4.92,1,0.3966
45726,1.42,1,0.3966
50610,4.92,1,0.3966
187541,1.34,1,0.5971
3991,1.95,2,0.4901
599,4.89,1,0.3993
4681,3.89,1,0.3993
4985,0.89,1,0.3993
6598,3.39,1,0.3993
7137,3.39,1,0.3993
45062,3.39,1,0.3993
59387,3.15,1,0.5442
8578,2.59,1,0.4035
52644,3.09,1,0.4035
421,2.89,1,0.3993
2025,3.89,1,0.3993
2271,2.89,1,0.3993
4888,3.89,1,0.3993
74685,2.6,1,0.4255
1975,1.97,1,0.3978
113573,2.59,1,0.4035
3593,1.3,3,0.4396
81132,3.19,2,0.4249
1485,2.85,3,0.4018
3793,3.45,6,0.416
38294,2.08,1,0.4025
74698,1.58,1,0.4025
88129,4.24,5,0.4096
90249,2.5,2,0.3996
166528,4.1,4,0.4417
2924,4.26,2,0.4001
56251,3.92,1,0.3966
91542,3.6,5,0.4327
104241,3.37,4,0.4005
104863,1.42,1,0.3966
1909,3.17,3,0.4148
4355,2.04,2,0.4089
104,3.63,4,0.4055
1214,4.41,8,0.4345
2241,2.89,1,0.3993
2404,2.17,2,0.4105
2683,2.92,9,0.4088
2718,3.89,1,0.3993
2944,4.27,4,0.412
3178,3.89,1,0.3993
4115,1.89,1,0.3993
4144,3.49,2,0.4014
4326,3.56,2,0.4089
4329,3.89,1,0.3993
4366,2.89,1,0.3993
4728,2.99,2,0.4014
5093,2.52,3,0.4018
5267,3.89,1,0.3993
5322,3.89,1,0.3993
5573,2.4,2,0.398
5636,1.89,1,0.3993
5954,4.13,3,0.3998
6868,2.89,1,0.3993
7161,1.89,1,0.3993
54001,3.92,5,0.4327
87304,3.89,1,0.3993
161131,3.49,2,0.4009
177593,4.96,2,0.4982
2313,3.88,4,0.4308
3897,4.06,10,0.4506
99149,3.86,1,0.4901
5925,1.97,1,0.3978
8906,1.97,1,0.3978
185585,2.97,1,0.3978
168252,4.11,4,0.4075
3994,3.56,7,0.4062
4776,3.67,4,0.4072
5146,3.49,2,0.4014
6296,3.82,3,0.4002
7460,3.75,2,0.4001
36519,2.99,4,0.4417
51935,3.19,3,0.4018
54648,1.09,1,0.4035
58870,3.59,1,0.4035
68848,3.59,1,0.4035
69951,3.52,3,0.4018
50,4.16,22,0.4537
79,2.07,2,0.4144
1201,4.26,9,0.4348
4974,2.4,2,0.398
5445,3.41,9,0.4537
2325,2.98,3,0.4046
1518,3.07,2,0.4144
1729,3.26,4,0.4202
150,3.43,6,0.4369
519,1.74,2,0.4014
605,2.89,1,0.3993
750,4.23,8,0.4378
1032,3.89,1,0.3993
1101,3.89,5,0.4042
1375,2.08,3,0.4192
1396,3.92,3,0.4063
2552,1.89,1,0.3993
3702,3.21,4,0.405
6816,3.89,1,0.3993
3447,3.96,1,0.498
186,1.77,2,0.5001
541,4.14,9,0.4148
2096,3.93,2,0.3985
765,2.02,2,0.4045
110,4.02,12,0.4229
2140,3.0,4,0.4255
3717,2.91,5,0.4121
98061,3.09,1,0.4035
5890,4.02,1,0.5014
6283,4.22,4,0.4088
1029,3.55,4,0.4124
60126,3.24,2,0.4009
88699,2.58,1,0.4025
90717,2.58,1,0.4025
90746,3.15,3,0.4174
95875,3.34,2,0.403
108949,3.58,1,0.4025
134368,3.04,3,0.4009
4958,2.74,5,0.4066
5971,4.37,3,0.4316
6702,1.42,1,0.3966
7926,4.92,1,0.3966
54281,3.65,2,0.398
56801,1.74,2,0.4001
139385,4.31,5,0.4292
190213,1.34,1,0.5971
5669,3.65,4,0.4148
1213,4.27,12,0.4279
3418,3.66,2,0.4105
6934,3.36,5,0.4333
7324,2.96,3,0.4548
56152,4.27,1,0.5616
135436,3.27,1,0.5616
282,2.39,1,0.3993
500,2.99,2,0.4009
1552,3.36,4,0.4058
1785,3.66,2,0.4105
2700,4.54,5,0.4091
3565,2.89,1,0.3993
3606,4.89,1,0.3993
3763,3.17,2,0.4105
4312,3.89,1,0.3993
4488,3.89,1,0.3993
5152,2.89,1,0.3993
5346,0.89,1,0.3993
6039,1.89,1,0.3993
7176,3.39,1,0.3993
62374,3.83,3,0.4005
86332,3.3,5,0.4075
95088,3.74,4,0.4005
168326,4.89,1,0.3993
177615,4.39,1,0.3993
7007,3.73,3,0.4019
2183,1.28,1,0.4628
2723,2.62,5,0.4194
6095,3.09,1,0.4035
26542,3.09,1,0.4035
141799,3.09,1,0.4035
1385,2.49,2,0.4572
2395,3.73,4,0.4093
46974,2.73,2,0.4009
3052,3.37,4,0.4245
4027,4.2,4,0.4095
802,2.73,2,0.4494
2687,4.27,1,0.5616
1747,3.47,2,0.4518
2,2.63,3,0.3995
224,3.89,1,0.3993
951,3.89,1,0.3993
1079,4.21,4,0.3991
1093,2.75,2,0.4262
1197,4.28,7,0.4215
2138,3.89,1,0.3993
2266,1.89,1,0.3993
3328,3.77,4,0.4261
953,4.5,2,0.4336
1977,1.97,1,0.3978
1175,3.8,2,0.41
1840,3.74,2,0.4014
71252,2.59,1,0.4035
106002,2.99,2,0.4011
778,3.92,6,0.3996
157369,3.57,1,0.4358
31427,2.58,1,0.4025
31696,2.9,4,0.4012
41569,3.28,5,0.4292
72641,3.21,4,0.3991
101142,3.08,1,0.4025
110882,3.58,1,0.4025
146210,2.58,1,0.4025
167746,3.58,1,0.4025
176101,3.32,2,0.4192
4890,3.4,4,0.4403
6264,1.65,2,0.398
52319,3.92,1,0.3966
2409,3.16,3,0.4132
2535,3.44,1,0.4217
2763,2.86,3,0.4132
1388,2.53,4,0.4499
54732,2.77,1,0.5616
2052,1.89,1,0.3993
2249,2.89,1,0.3993
4467,3.99,2,0.4014
4780,1.89,1,0.3993
5438,2.89,1,0.3993
5650,4.89,1,0.3993
5791,2.89,1,0.3993
6301,3.89,1,0.3993
7319,2.24,2,0.4014
31162,2.89,1,0.3993
37739,3.39,1,0.3993
52283,2.24,2,0.4014
52975,3.39,1,0.3993
55110,2.89,1,0.3993
84152,3.87,4,0.4086
180985,2.96,3,0.411
2116,2.74,2,0.4114
6707,3.09,1,0.4035
26510,2.59,1,0.4035
53125,2.87,4,0.4005
60471,3.09,1,0.4035
64839,3.8,3,0.3998
88327,2.59,1,0.4035
127152,3.57,1,0.4358
111,3.96,8,0.4058
886,2.15,2,0.398
1129,3.7,4,0.4053
350,2.68,2,0.4105
1262,4.42,3,0.4199
1598,2.17,2,0.4105
2628,3.47,9,0.4547
52,2.89,1,0.3993
383,2.89,1,0.3993
413,2.9,2,0.398
973,3.89,1,0.3993
2949,3.7,4,0.4077
4675,0.89,1,0.3993
4874,3.29,2,0.4075
108932,4.16,6,0.4061
114713,2.85,2,0.5258
1327,2.21,2,0.4098
508,3.53,2,0.4114
2622,4.13,2,0.4523
97643,2.59,1,0.4035
3504,3.85,2,0.4491
1223,4.09,2,0.3998
1283,3.52,3,0.4362
4018,2.97,5,0.4327
110730,2.58,1,0.4025
2843,2.92,1,0.3966
6350,3.92,1,0.3966
26471,4.92,1,0.3966
53996,3.12,4,0.4005
55118,3.47,3,0.3998
156609,2.0,2,0.3996
2531,2.44,1,0.4217
33158,1.78,2,0.4826
70946,2.08,2,0.4826
93139,1.27,1,0.5616
3479,3.89,1,0.3993
4901,2.99,2,0.4014
5955,3.39,1,0.3993
5968,3.89,1,0.3993
8870,2.39,1,0.3993
27660,3.89,1,0.3993
50804,2.89,1,0.3993
51694,3.39,1,0.3993
53468,2.49,2,0.4014
66934,3.48,2,0.4009
69640,2.89,1,0.3993
80586,3.39,1,0.3993
163645,3.98,2,0.4176
173197,4.39,1,0.3993
27905,3.09,1,0.4035
65,1.69,2,0.446
161,3.33,5,0.4098
555,4.29,5,0.414
2118,3.45,2,0.4098
2468,2.3,3,0.4063
180,3.91,3,0.4271
2490,2.81,5,0.4392
592,3.84,6,0.4197
103483,4.09,1,0.4035
174479,3.57,1,0.4358
8371,2.85,3,0.4018
80166,2.0,2,0.3996
91974,3.08,1,0.4025
96728,3.99,2,0.4009
58806,3.15,2,0.398
3915,4.02,2,0.4275
190219,1.34,1,0.5971
40815,3.6,5,0.4327
1464,1.89,1,0.3993
3060,3.51,2,0.4114
6341,2.89,1,0.3993
7160,2.97,2,0.3986
26704,3.89,1,0.3993
27801,3.85,3,0.4018
47894,3.89,1,0.3993
67255,3.65,2,0.398
87306,3.74,4,0.4005
5433,1.97,1,0.3978
2482,3.26,2,0.4115
68269,3.82,1,0.3987
37382,2.74,2,0.4014
99117,2.84,2,0.403
110281,3.59,1,0.4035
144976,4.09,1,0.4035
2392,1.79,2,0.4503
1171,1.89,1,0.3993
